Retail Transaction Statistics
Item 3923: 29
Item 3924: 115
Item 3925: 22
Item 3926: 90
Item 3927: 132
Item 3928: 10
Item 3929: 18
Item 3930: 33
Item 3931: 28
Item 3932: 40
Item 3933: 62
Item 3934: 55
Item 3935: 2
Item 3936: 81
Item 3937: 31
Item 3938: 3
Item 3939: 13
Item 3940: 35
Item 3941: 34
Item 3942: 45
Item 3943: 53
Item 3944: 1
Item 3945: 2
Item 3946: 18
Item 3947: 91
Item 3948: 39
Item 3949: 24
Item 3950: 20
Item 3951: 38
Item 3952: 105
Item 3953: 31
Item 3954: 83
Item 3955: 7
Item 3956: 23
Item 3957: 2
Item 3958: 3
Item 3959: 1
Item 3960: 3
Item 3961: 8
Item 3962: 3
Item 3963: 16
Item 3964: 8
Item 3965: 324
Item 3966: 56
Item 3967: 221
Item 3968: 5
Item 3969: 82
Item 3970: 13
Item 3971: 10
Item 3972: 17
Item 3973: 39
Item 3974: 169
Item 3975: 17
Item 3976: 49
Item 3977: 44
Item 3978: 109
Item 3979: 56
Item 3980: 12
Item 3981: 56
Item 3982: 80
Item 3983: 24
Item 3984: 60
Item 3985: 15
Item 3986: 47
Item 3987: 13
Item 3988: 40
Item 3989: 181
Item 3990: 51
Item 3991: 20
Item 3992: 59
Item 3993: 18
Item 3994: 42
Item 3995: 52
Item 3996: 81
Item 3997: 16
Item 3998: 10
Item 3999: 45
Item 4000: 19
Item 4001: 123
Item 4002: 74
Item 4003: 67
Item 4004: 27
Item 4005: 84
Item 4006: 31
Item 4007: 10
Item 4008: 102
Item 4009: 40
Item 4010: 91
Item 4011: 23
Item 4012: 73
Item 4013: 5
Item 4014: 98
Item 4015: 7
Item 4016: 76
Item 4017: 26
Item 4018: 123
Item 4019: 17
Item 4020: 69
Item 4021: 44
Item 4022: 11
Item 4023: 15
Item 4024: 10
Item 4025: 69
Item 4026: 53
Item 4027: 136
Item 4028: 75
Item 4029: 35
Item 4030: 47
Item 4031: 109
Item 4032: 40
Item 4033: 148
Item 4034: 16
Item 4035: 65
Item 4036: 49
Item 4037: 67
Item 4038: 123
Item 4039: 23
Item 4040: 15
Item 4041: 6
Item 4042: 3
Item 4043: 28
Item 4044: 48
Item 4045: 2
Item 4046: 1
Item 4047: 44
Item 4048: 52
Item 4049: 100
Item 4050: 45
Item 4051: 65
Item 4052: 99
Item 4053: 22
Item 4054: 11
Item 4055: 31
Item 4056: 105
Item 4057: 133
Item 4058: 147
Item 4059: 99
Item 4060: 32
Item 4061: 94
Item 4062: 139
Item 4063: 2
Item 4064: 32
Item 4065: 146
Item 4066: 35
Item 4067: 67
Item 4068: 111
Item 4069: 54
Item 4070: 54
Item 4071: 278
Item 4072: 2
Item 4073: 47
Item 4074: 32
Item 4075: 44
Item 4076: 50
Item 4077: 80
Item 4078: 90
Item 4079: 39
Item 4080: 6
Item 4081: 166
Item 4082: 9
Item 4083: 12
Item 4084: 17
Item 4085: 18
Item 4086: 15
Item 4087: 2
Item 4088: 70
Item 4089: 1
Item 4090: 42
Item 4091: 28
Item 4092: 44
Item 4093: 15
Item 4094: 85
Item 4095: 49
Item 4096: 26
Item 4097: 95
Item 4098: 53
Item 4099: 63
Item 4100: 37
Item 4101: 72
Item 4102: 2
Item 4103: 1
Item 4104: 1
Item 4105: 24
Item 4106: 209
Item 4107: 43
Item 4108: 85
Item 4109: 54
Item 4110: 13
Item 4111: 45
Item 4112: 186
Item 4113: 118
Item 4114: 177
Item 4115: 3
Item 4116: 70
Item 4117: 4
Item 4118: 18
Item 4119: 11
Item 4120: 88
Item 4121: 31
Item 4122: 89
Item 4123: 8
Item 4124: 110
Item 4125: 105
Item 4126: 27
Item 4127: 61
Item 4128: 189
Item 4129: 3
Item 4130: 63
Item 4131: 3
Item 4132: 67
Item 4133: 38
Item 4134: 19
Item 4135: 60
Item 4136: 26
Item 4137: 15
Item 4138: 8
Item 4139: 5
Item 4140: 15
Item 4141: 14
Item 4142: 142
Item 4143: 55
Item 4144: 178
Item 4145: 192
Item 4146: 67
Item 4147: 116
Item 4148: 1
Item 4149: 65
Item 4150: 47
Item 4151: 6
Item 4152: 3
Item 4153: 49
Item 4154: 20
Item 4155: 17
Item 4156: 21
Item 4157: 72
Item 4158: 109
Item 4159: 17
Item 4160: 51
Item 4161: 54
Item 4162: 52
Item 4163: 102
Item 4164: 58
Item 4165: 135
Item 4166: 86
Item 4167: 139
Item 4168: 21
Item 4169: 5
Item 4170: 11
Item 4171: 236
Item 4172: 62
Item 4173: 26
Item 4174: 5
Item 4175: 104
Item 4176: 38
Item 4177: 88
Item 4178: 57
Item 4179: 61
Item 4180: 14
Item 4181: 40
Item 4182: 13
Item 4183: 2
Item 4184: 25
Item 4185: 36
Item 4186: 27
Item 4187: 49
Item 4188: 65
Item 4189: 26
Item 4190: 66
Item 4191: 4
Item 4192: 9
Item 4193: 5
Item 4194: 53
Item 4195: 7
Item 4196: 74
Item 4197: 2
Item 4198: 40
Item 4199: 93
Item 4200: 3
Item 4201: 84
Item 4202: 219
Item 4203: 65
Item 4204: 71
Item 4205: 48
Item 4206: 6
Item 4207: 1
Item 4208: 303
Item 4209: 84
Item 4210: 239
Item 4211: 32
Item 4212: 49
Item 4213: 2
Item 4214: 36
Item 4215: 124
Item 4216: 67
Item 4217: 33
Item 4218: 34
Item 4219: 37
Item 4220: 23
Item 4221: 124
Item 4222: 178
Item 4223: 2
Item 4224: 62
Item 4225: 43
Item 4226: 5
Item 4227: 166
Item 4228: 75
Item 4229: 15
Item 4230: 67
Item 4231: 49
Item 4232: 5
Item 4233: 6
Item 4234: 30
Item 4235: 49
Item 4236: 3
Item 4237: 14
Item 4238: 102
Item 4239: 21
Item 4240: 45
Item 4241: 60
Item 4242: 9
Item 4243: 34
Item 4244: 11
Item 4245: 49
Item 4246: 85
Item 4247: 16
Item 4248: 35
Item 4249: 20
Item 4250: 45
Item 4251: 7
Item 4252: 189
Item 4253: 24
Item 4254: 10
Item 4255: 18
Item 4256: 4
Item 4257: 116
Item 4258: 98
Item 4259: 131
Item 4260: 1
Item 4261: 38
Item 4262: 5
Item 4263: 21
Item 4264: 62
Item 4265: 12
Item 4266: 123
Item 4267: 52
Item 4268: 136
Item 4269: 3
Item 4270: 128
Item 4271: 162
Item 4272: 30
Item 4273: 154
Item 4274: 23
Item 4275: 10
Item 4276: 3
Item 4277: 1
Item 4278: 62
Item 4279: 148
Item 4280: 58
Item 4281: 70
Item 4282: 21
Item 4283: 144
Item 4284: 7
Item 4285: 72
Item 4286: 91
Item 4287: 61
Item 4288: 24
Item 4289: 52
Item 4290: 8
Item 4291: 3
Item 4292: 17
Item 4293: 61
Item 4294: 32
Item 4295: 120
Item 4296: 57
Item 4297: 25
Item 4298: 145
Item 4299: 24
Item 4300: 79
Item 4301: 36
Item 4302: 2
Item 4303: 21
Item 4304: 29
Item 4305: 76
Item 4306: 132
Item 4307: 55
Item 4308: 258
Item 4309: 79
Item 4310: 34
Item 4311: 175
Item 4312: 19
Item 4313: 53
Item 4314: 13
Item 4315: 21
Item 4316: 17
Item 4317: 237
Item 4318: 87
Item 4319: 63
Item 4320: 62
Item 4321: 31
Item 4322: 15
Item 4323: 10
Item 4324: 45
Item 4325: 13
Item 4326: 77
Item 4327: 84
Item 4328: 5
Item 4329: 4
Item 4330: 7
Item 4331: 2
Item 4332: 23
Item 4333: 30
Item 4334: 1
Item 4335: 62
Item 4336: 13
Item 4337: 589
Item 4338: 51
Item 4339: 20
Item 4340: 243
Item 4341: 165
Item 4342: 15
Item 4343: 182
Item 4344: 40
Item 4345: 261
Item 4346: 57
Item 4347: 22
Item 4348: 4
Item 4349: 45
Item 4350: 8
Item 4351: 12
Item 4352: 59
Item 4353: 18
Item 4354: 65
Item 4355: 21
Item 4356: 3
Item 4357: 6
Item 4358: 185
Item 4359: 150
Item 4360: 1
Item 4361: 184
Item 4362: 54
Item 4363: 92
Item 4364: 104
Item 4365: 55
Item 4366: 22
Item 4367: 8
Item 4368: 23
Item 4369: 14
Item 4370: 66
Item 4371: 10
Item 4372: 82
Item 4373: 26
Item 4374: 52
Item 4375: 126
Item 4376: 21
Item 4377: 61
Item 4378: 115
Item 4379: 2
Item 4380: 29
Item 4381: 18
Item 4382: 67
Item 4383: 72
Item 4384: 146
Item 4385: 55
Item 4386: 26
Item 4387: 186
Item 4388: 25
Item 4389: 66
Item 4390: 164
Item 4391: 9
Item 4392: 9
Item 4393: 113
Item 4394: 329
Item 4395: 31
Item 4396: 27
Item 4397: 60
Item 4398: 70
Item 4399: 33
Item 4400: 1
Item 4401: 1
Item 4402: 87
Item 4403: 52
Item 4404: 18
Item 4405: 2
Item 4406: 89
Item 4407: 45
Item 4408: 87
Item 4409: 13
Item 4410: 42
Item 4411: 61
Item 4412: 58
Item 4413: 115
Item 4414: 5
Item 4415: 13
Item 4416: 10
Item 4417: 31
Item 4418: 73
Item 4419: 51
Item 4420: 72
Item 4421: 37
Item 4422: 33
Item 4423: 17
Item 4424: 24
Item 4425: 172
Item 4426: 20
Item 4427: 26
Item 4428: 6
Item 4429: 3
Item 4430: 75
Item 4431: 57
Item 4432: 8
Item 4433: 30
Item 4434: 148
Item 4435: 3
Item 4436: 100
Item 4437: 44
Item 4438: 14
Item 4439: 21
Item 4440: 50
Item 4441: 9
Item 4442: 23
Item 4443: 2
Item 4444: 2
Item 4445: 130
Item 4446: 122
Item 4447: 25
Item 4448: 105
Item 4449: 96
Item 4450: 11
Item 4451: 2
Item 4452: 64
Item 4453: 14
Item 4454: 60
Item 4455: 9
Item 4456: 5
Item 4457: 3
Item 4458: 59
Item 4459: 1
Item 4460: 42
Item 4461: 91
Item 4462: 2
Item 4463: 8
Item 4464: 14
Item 4465: 90
Item 4466: 34
Item 4467: 66
Item 4468: 12
Item 4469: 65
Item 4470: 12
Item 4471: 20
Item 4472: 27
Item 4473: 183
Item 4474: 35
Item 4475: 5
Item 4476: 24
Item 4477: 6
Item 4478: 11
Item 4479: 26
Item 4480: 95
Item 4481: 38
Item 4482: 21
Item 4483: 7
Item 4484: 30
Item 4485: 20
Item 4486: 24
Item 4487: 147
Item 4488: 1
Item 4489: 124
Item 4490: 46
Item 4491: 8
Item 4492: 34
Item 4493: 1
Item 4494: 85
Item 4495: 78
Item 4496: 39
Item 4497: 12
Item 4498: 12
Item 4499: 55
Item 4500: 25
Item 4501: 28
Item 4502: 61
Item 4503: 108
Item 4504: 30
Item 4505: 41
Item 4506: 13
Item 4507: 5
Item 4508: 11
Item 4509: 27
Item 4510: 46
Item 4511: 34
Item 4512: 8
Item 4513: 94
Item 4514: 110
Item 4515: 36
Item 4516: 43
Item 4517: 79
Item 4518: 62
Item 4519: 35
Item 4520: 19
Item 4521: 5
Item 4522: 57
Item 4523: 51
Item 4524: 30
Item 4525: 324
Item 4526: 105
Item 4527: 3
Item 4528: 23
Item 4529: 1
Item 4530: 13
Item 4531: 34
Item 4532: 1
Item 4533: 17
Item 4534: 19
Item 4535: 26
Item 4536: 39
Item 4537: 97
Item 4538: 28
Item 4539: 39
Item 4540: 20
Item 4541: 76
Item 4542: 40
Item 4543: 4
Item 4544: 16
Item 4545: 79
Item 4546: 6
Item 4547: 161
Item 4548: 62
Item 4549: 167
Item 4550: 1
Item 4551: 76
Item 4552: 29
Item 4553: 170
Item 4554: 12
Item 4555: 30
Item 4556: 22
Item 4557: 147
Item 4558: 131
Item 4559: 8
Item 4560: 20
Item 4561: 7
Item 4562: 48
Item 4563: 34
Item 4564: 136
Item 4565: 30
Item 4566: 9
Item 4567: 2
Item 4568: 102
Item 4569: 66
Item 4570: 1
Item 4571: 69
Item 4572: 59
Item 4573: 75
Item 4574: 14
Item 4575: 9
Item 4576: 7
Item 4577: 7
Item 4578: 1
Item 4579: 11
Item 4580: 6
Item 4581: 125
Item 4582: 57
Item 4583: 108
Item 4584: 59
Item 4585: 4
Item 4586: 35
Item 4587: 18
Item 4588: 40
Item 4589: 108
Item 4590: 108
Item 4591: 21
Item 4592: 31
Item 4593: 58
Item 4594: 5
Item 4595: 29
Item 4596: 103
Item 4597: 6
Item 4598: 37
Item 4599: 1
Item 4600: 6
Item 4601: 30
Item 4602: 26
Item 4603: 6
Item 4604: 3
Item 4605: 50
Item 4606: 32
Item 4607: 68
Item 4608: 75
Item 4609: 49
Item 4610: 12
Item 4611: 41
Item 4612: 4
Item 4613: 2
Item 4614: 86
Item 4615: 36
Item 4616: 59
Item 4617: 37
Item 4618: 20
Item 4619: 19
Item 4620: 18
Item 4621: 13
Item 4622: 49
Item 4623: 8
Item 4624: 33
Item 4625: 40
Item 4626: 58
Item 4627: 23
Item 4628: 20
Item 4629: 48
Item 4630: 57
Item 4631: 234
Item 4632: 23
Item 4633: 100
Item 4634: 9
Item 4635: 1
Item 4636: 2
Item 4637: 85
Item 4638: 3
Item 4639: 16
Item 4640: 30
Item 4641: 154
Item 4642: 7
Item 4643: 288
Item 4644: 179
Item 4645: 11
Item 4646: 8
Item 4647: 95
Item 4648: 6
Item 4649: 51
Item 4650: 13
Item 4651: 337
Item 4652: 34
Item 4653: 7
Item 4654: 16
Item 4655: 33
Item 4656: 102
Item 4657: 4
Item 4658: 48
Item 4659: 67
Item 4660: 28
Item 4661: 101
Item 4662: 108
Item 4663: 35
Item 4664: 60
Item 4665: 32
Item 4666: 33
Item 4667: 13
Item 4668: 7
Item 4669: 1
Item 4670: 46
Item 4671: 9
Item 4672: 6
Item 4673: 10
Item 4674: 18
Item 4675: 9
Item 4676: 26
Item 4677: 31
Item 4678: 85
Item 4679: 9
Item 4680: 4
Item 4681: 14
Item 4682: 24
Item 4683: 71
Item 4684: 15
Item 4685: 59
Item 4686: 270
Item 4687: 60
Item 4688: 23
Item 4689: 41
Item 4690: 13
Item 4691: 17
Item 4692: 15
Item 4693: 3
Item 4694: 59
Item 4695: 80
Item 4696: 38
Item 4697: 33
Item 4698: 63
Item 4699: 405
Item 4700: 55
Item 4701: 45
Item 4702: 40
Item 4703: 60
Item 4704: 120
Item 4705: 25
Item 4706: 89
Item 4707: 26
Item 4708: 28
Item 4709: 65
Item 4710: 5
Item 4711: 59
Item 4712: 12
Item 4713: 7
Item 4714: 10
Item 4715: 50
Item 4716: 14
Item 4717: 39
Item 4718: 52
Item 4719: 121
Item 4720: 43
Item 4721: 222
Item 4722: 15
Item 4723: 36
Item 4724: 67
Item 4725: 1
Item 4726: 16
Item 4727: 19
Item 4728: 4
Item 4729: 4
Item 4730: 4
Item 4731: 72
Item 4732: 143
Item 4733: 3
Item 4734: 32
Item 4735: 38
Item 4736: 9
Item 4737: 15
Item 4738: 21
Item 4739: 6
Item 4740: 92
Item 4741: 94
Item 4742: 41
Item 4743: 7
Item 4744: 28
Item 4745: 182
Item 4746: 6
Item 4747: 13
Item 4748: 32
Item 4749: 23
Item 4750: 2
Item 4751: 2
Item 4752: 41
Item 4753: 31
Item 4754: 162
Item 4755: 8
Item 4756: 14
Item 4757: 40
Item 4758: 9
Item 4759: 7
Item 4760: 27
Item 4761: 57
Item 4762: 117
Item 4763: 9
Item 4764: 32
Item 4765: 126
Item 4766: 20
Item 4767: 28
Item 4768: 62
Item 4769: 33
Item 4770: 12
Item 4771: 44
Item 4772: 173
Item 4773: 27
Item 4774: 3
Item 4775: 96
Item 4776: 13
Item 4777: 29
Item 4778: 13
Item 4779: 14
Item 4780: 299
Item 4781: 27
Item 4782: 1
Item 4783: 3
Item 4784: 9
Item 4785: 3
Item 4786: 10
Item 4787: 97
Item 4788: 32
Item 4789: 1
Item 4790: 9
Item 4791: 86
Item 4792: 18
Item 4793: 74
Item 4794: 71
Item 4795: 9
Item 4796: 4
Item 4797: 3
Item 4798: 16
Item 4799: 65
Item 4800: 39
Item 4801: 97
Item 4802: 156
Item 4803: 25
Item 4804: 7
Item 4805: 103
Item 4806: 32
Item 4807: 57
Item 4808: 65
Item 4809: 3
Item 4810: 1
Item 4811: 8
Item 4812: 100
Item 4813: 56
Item 4814: 134
Item 4815: 5
Item 4816: 19
Item 4817: 54
Item 4818: 44
Item 4819: 3
Item 4820: 56
Item 4821: 1
Item 4822: 17
Item 4823: 75
Item 4824: 53
Item 4825: 58
Item 4826: 52
Item 4827: 51
Item 4828: 12
Item 4829: 10
Item 4830: 17
Item 4831: 84
Item 4832: 70
Item 4833: 141
Item 4834: 98
Item 4835: 13
Item 4836: 28
Item 4837: 72
Item 4838: 17
Item 4839: 26
Item 4840: 47
Item 4841: 68
Item 4842: 122
Item 4843: 18
Item 4844: 176
Item 4845: 2
Item 4846: 1
Item 4847: 3
Item 4848: 37
Item 4849: 1
Item 4850: 50
Item 4851: 37
Item 4852: 11
Item 4853: 60
Item 4854: 12
Item 4855: 63
Item 4856: 10
Item 4857: 30
Item 4858: 48
Item 4859: 7
Item 4860: 180
Item 4861: 2
Item 4862: 6
Item 4863: 1
Item 4864: 52
Item 4865: 49
Item 4866: 23
Item 4867: 1
Item 4868: 3
Item 4869: 3
Item 4870: 5
Item 4871: 15
Item 4872: 66
Item 4873: 62
Item 4874: 78
Item 4875: 2
Item 4876: 8
Item 4877: 3
Item 4878: 41
Item 4879: 18
Item 4880: 66
Item 4881: 115
Item 4882: 32
Item 4883: 46
Item 4884: 521
Item 4885: 4
Item 4886: 3
Item 4887: 164
Item 4888: 27
Item 4889: 4
Item 4890: 60
Item 4891: 97
Item 4892: 213
Item 4893: 4
Item 4894: 18
Item 4895: 25
Item 4896: 48
Item 4897: 137
Item 4898: 107
Item 4899: 11
Item 4900: 287
Item 4901: 36
Item 4902: 46
Item 4903: 4
Item 4904: 28
Item 4905: 3
Item 4906: 42
Item 4907: 46
Item 4908: 1
Item 4909: 52
Item 4910: 46
Item 4911: 10
Item 4912: 136
Item 4913: 4
Item 4914: 181
Item 4915: 4
Item 4916: 7
Item 4917: 29
Item 4918: 8
Item 4919: 18
Item 4920: 20
Item 4921: 133
Item 4922: 43
Item 4923: 22
Item 4924: 12
Item 4925: 30
Item 4926: 49
Item 4927: 6
Item 4928: 65
Item 4929: 20
Item 4930: 63
Item 4931: 45
Item 4932: 34
Item 4933: 43
Item 4934: 34
Item 4935: 2
Item 4936: 48
Item 4937: 16
Item 4938: 30
Item 4939: 7
Item 4940: 30
Item 4941: 229
Item 4942: 52
Item 4943: 75
Item 4944: 11
Item 4945: 2
Item 4946: 275
Item 4947: 24
Item 4948: 24
Item 4949: 24
Item 4950: 22
Item 4951: 6
Item 4952: 30
Item 4953: 31
Item 4954: 45
Item 4955: 1
Item 4956: 2
Item 4957: 5
Item 4958: 2
Item 4959: 13
Item 4960: 52
Item 4961: 25
Item 4962: 82
Item 4963: 49
Item 4964: 5
Item 4965: 59
Item 4966: 25
Item 4967: 28
Item 4968: 53
Item 4969: 35
Item 4970: 135
Item 4971: 67
Item 4972: 43
Item 4973: 33
Item 4974: 121
Item 4975: 118
Item 4976: 216
Item 4977: 72
Item 4978: 36
Item 4979: 7
Item 4980: 5
Item 4981: 21
Item 4982: 75
Item 4983: 80
Item 4984: 43
Item 4985: 38
Item 4986: 58
Item 4987: 12
Item 4988: 2
Item 4989: 30
Item 4990: 48
Item 4991: 115
Item 4992: 4
Item 4993: 11
Item 4994: 47
Item 4995: 296
Item 4996: 16
Item 4997: 133
Item 4998: 24
Item 4999: 2
Item 5000: 3
Item 5001: 3
Item 5002: 107
Item 5003: 45
Item 5004: 6
Item 5005: 12
Item 5006: 11
Item 5007: 16
Item 5008: 26
Item 5009: 10
Item 5010: 23
Item 5011: 3
Item 5012: 11
Item 5013: 1
Item 5014: 20
Item 5015: 22
Item 5016: 33
Item 5017: 3
Item 5018: 15
Item 5019: 82
Item 5020: 28
Item 5021: 87
Item 5022: 8
Item 5023: 29
Item 5024: 55
Item 5025: 13
Item 5026: 53
Item 5027: 91
Item 5028: 35
Item 5029: 24
Item 5030: 13
Item 5031: 1
Item 5032: 1
Item 5033: 1
Item 5034: 2
Item 5035: 29
Item 5036: 3
Item 5037: 44
Item 5038: 69
Item 5039: 78
Item 5040: 6
Item 5041: 53
Item 5042: 76
Item 5043: 24
Item 5044: 13
Item 5045: 6
Item 5046: 30
Item 5047: 3
Item 5048: 24
Item 5049: 133
Item 5050: 51
Item 5051: 64
Item 5052: 363
Item 5053: 79
Item 5054: 8
Item 5055: 11
Item 5056: 21
Item 5057: 6
Item 5058: 33
Item 5059: 38
Item 5060: 24
Item 5061: 104
Item 5062: 9
Item 5063: 70
Item 5064: 12
Item 5065: 16
Item 5066: 4
Item 5067: 4
Item 5068: 15
Item 5069: 13
Item 5070: 28
Item 5071: 17
Item 5072: 54
Item 5073: 46
Item 5074: 41
Item 5075: 294
Item 5076: 2
Item 5077: 28
Item 5078: 19
Item 5079: 71
Item 5080: 6
Item 5081: 122
Item 5082: 93
Item 5083: 87
Item 5084: 34
Item 5085: 62
Item 5086: 7
Item 5087: 81
Item 5088: 8
Item 5089: 18
Item 5090: 29
Item 5091: 12
Item 5092: 99
Item 5093: 17
Item 5094: 12
Item 5095: 14
Item 5096: 1
Item 5097: 50
Item 5098: 40
Item 5099: 37
Item 5100: 29
Item 5101: 9
Item 5102: 1
Item 5103: 35
Item 5104: 9
Item 5105: 35
Item 5106: 51
Item 5107: 29
Item 5108: 33
Item 5109: 197
Item 5110: 1
Item 5111: 23
Item 5112: 9
Item 5113: 38
Item 5114: 96
Item 5115: 56
Item 5116: 4
Item 5117: 97
Item 5118: 39
Item 5119: 7
Item 5120: 2
Item 5121: 5
Item 5122: 3
Item 5123: 76
Item 5124: 13
Item 5125: 272
Item 5126: 69
Item 5127: 26
Item 5128: 185
Item 5129: 28
Item 5130: 3
Item 5131: 1
Item 5132: 4
Item 5133: 1
Item 5134: 90
Item 5135: 17
Item 5136: 49
Item 5137: 27
Item 5138: 67
Item 5139: 52
Item 5140: 9
Item 5141: 3
Item 5142: 29
Item 5143: 53
Item 5144: 65
Item 5145: 59
Item 5146: 4
Item 5147: 68
Item 5148: 81
Item 5149: 28
Item 5150: 43
Item 5151: 102
Item 5152: 106
Item 5153: 297
Item 5154: 53
Item 5155: 40
Item 5156: 19
Item 5157: 67
Item 5158: 6
Item 5159: 104
Item 5160: 12
Item 5161: 134
Item 5162: 61
Item 5163: 70
Item 5164: 14
Item 5165: 140
Item 5166: 5
Item 5167: 12
Item 5168: 3
Item 5169: 57
Item 5170: 112
Item 5171: 22
Item 5172: 46
Item 5173: 91
Item 5174: 1
Item 5175: 57
Item 5176: 50
Item 5177: 13
Item 5178: 29
Item 5179: 173
Item 5180: 6
Item 5181: 12
Item 5182: 45
Item 5183: 28
Item 5184: 33
Item 5185: 9
Item 5186: 33
Item 5187: 39
Item 5188: 4
Item 5189: 6
Item 5190: 20
Item 5191: 13
Item 5192: 20
Item 5193: 4
Item 5194: 1
Item 5195: 128
Item 5196: 27
Item 5197: 50
Item 5198: 36
Item 5199: 11
Item 5200: 40
Item 5201: 12
Item 5202: 38
Item 5203: 3
Item 5204: 15
Item 5205: 17
Item 5206: 34
Item 5207: 25
Item 5208: 53
Item 5209: 50
Item 5210: 6
Item 5211: 94
Item 5212: 62
Item 5213: 31
Item 5214: 40
Item 5215: 4
Item 5216: 96
Item 5217: 16
Item 5218: 2
Item 5219: 2
Item 5220: 3
Item 5221: 23
Item 5222: 23
Item 5223: 35
Item 5224: 4
Item 5225: 35
Item 5226: 1
Item 5227: 3
Item 5228: 17
Item 5229: 35
Item 5230: 17
Item 5231: 64
Item 5232: 2
Item 5233: 84
Item 5234: 54
Item 5235: 4
Item 5236: 3
Item 5237: 65
Item 5238: 47
Item 5239: 8
Item 5240: 50
Item 5241: 26
Item 5242: 3
Item 5243: 3
Item 5244: 58
Item 5245: 81
Item 5246: 33
Item 5247: 57
Item 5248: 2
Item 5249: 272
Item 5250: 6
Item 5251: 11
Item 5252: 1
Item 5253: 12
Item 5254: 3
Item 5255: 5
Item 5256: 17
Item 5257: 66
Item 5258: 54
Item 5259: 19
Item 5260: 36
Item 5261: 15
Item 5262: 6
Item 5263: 38
Item 5264: 40
Item 5265: 17
Item 5266: 1
Item 5267: 11
Item 5268: 5
Item 5269: 16
Item 5270: 76
Item 5271: 6
Item 5272: 51
Item 5273: 57
Item 5274: 60
Item 5275: 4
Item 5276: 1
Item 5277: 29
Item 5278: 1
Item 5279: 26
Item 5280: 71
Item 5281: 50
Item 5282: 18
Item 5283: 93
Item 5284: 13
Item 5285: 1
Item 5286: 1
Item 5287: 1
Item 5288: 41
Item 5289: 69
Item 5290: 176
Item 5291: 11
Item 5292: 21
Item 5293: 14
Item 5294: 17
Item 5295: 34
Item 5296: 23
Item 5297: 72
Item 5298: 49
Item 5299: 1
Item 5300: 18
Item 5301: 8
Item 5302: 27
Item 5303: 5
Item 5304: 7
Item 5305: 64
Item 5306: 29
Item 5307: 30
Item 5308: 28
Item 5309: 3
Item 5310: 34
Item 5311: 1
Item 5312: 7
Item 5313: 7
Item 5314: 6
Item 5315: 87
Item 5316: 131
Item 5317: 81
Item 5318: 105
Item 5319: 12
Item 5320: 3
Item 5321: 5
Item 5322: 3
Item 5323: 66
Item 5324: 178
Item 5325: 1
Item 5326: 71
Item 5327: 29
Item 5328: 15
Item 5329: 157
Item 5330: 21
Item 5331: 41
Item 5332: 4
Item 5333: 15
Item 5334: 2
Item 5335: 22
Item 5336: 38
Item 5337: 51
Item 5338: 17
Item 5339: 84
Item 5340: 169
Item 5341: 29
Item 5342: 67
Item 5343: 56
Item 5344: 41
Item 5345: 102
Item 5346: 3
Item 5347: 171
Item 5348: 16
Item 5349: 26
Item 5350: 25
Item 5351: 84
Item 5352: 56
Item 5353: 49
Item 5354: 2
Item 5355: 13
Item 5356: 20
Item 5357: 77
Item 5358: 8
Item 5359: 205
Item 5360: 32
Item 5361: 72
Item 5362: 7
Item 5363: 44
Item 5364: 43
Item 5365: 4
Item 5366: 1
Item 5367: 23
Item 5368: 2
Item 5369: 18
Item 5370: 18
Item 5371: 66
Item 5372: 2
Item 5373: 8
Item 5374: 26
Item 5375: 17
Item 5376: 16
Item 5377: 12
Item 5378: 34
Item 5379: 60
Item 5380: 17
Item 5381: 11
Item 5382: 31
Item 5383: 18
Item 5384: 17
Item 5385: 22
Item 5386: 20
Item 5387: 18
Item 5388: 58
Item 5389: 63
Item 5390: 12
Item 5391: 9
Item 5392: 27
Item 5393: 28
Item 5394: 3
Item 5395: 3
Item 5396: 17
Item 5397: 1
Item 5398: 1
Item 5399: 9
Item 5400: 5
Item 5401: 32
Item 5402: 4
Item 5403: 2
Item 5404: 65
Item 5405: 7
Item 5406: 288
Item 5407: 75
Item 5408: 50
Item 5409: 114
Item 5410: 35
Item 5411: 28
Item 5412: 6
Item 5413: 14
Item 5414: 1
Item 5415: 29
Item 5416: 8
Item 5417: 34
Item 5418: 1
Item 5419: 15
Item 5420: 25
Item 5421: 22
Item 5422: 65
Item 5423: 49
Item 5424: 21
Item 5425: 28
Item 5426: 25
Item 5427: 11
Item 5428: 45
Item 5429: 3
Item 5430: 25
Item 5431: 2
Item 5432: 1
Item 5433: 80
Item 5434: 2
Item 5435: 54
Item 5436: 2
Item 5437: 12
Item 5438: 37
Item 5439: 6
Item 5440: 89
Item 5441: 87
Item 5442: 25
Item 5443: 83
Item 5444: 2
Item 5445: 4
Item 5446: 3
Item 5447: 40
Item 5448: 1
Item 5449: 1
Item 5450: 28
Item 5451: 16
Item 5452: 4
Item 5453: 24
Item 5454: 81
Item 5455: 3
Item 5456: 13
Item 5457: 9
Item 5458: 5
Item 5459: 58
Item 5460: 6
Item 5461: 5
Item 5462: 42
Item 5463: 24
Item 5464: 42
Item 5465: 4
Item 5466: 133
Item 5467: 97
Item 5468: 49
Item 5469: 18
Item 5470: 24
Item 5471: 24
Item 5472: 37
Item 5473: 86
Item 5474: 27
Item 5475: 16
Item 5476: 5
